Model,Distance,Error_Rate(p),Error_Type,Noise,Best_ECR(%),Accuracy(%),Inference_Time(ms),Epochs,Learning_Rate,Train_Loss,Val_Loss
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.59,66.03,0.0003,6,0.001,1.038097,1.034949
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.37,63.85,0.0003,7,0.001,1.030303,1.029378
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.52,67.10,0.0003,8,0.001,1.022609,1.020505
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.01,62.57,0.0003,9,0.001,1.016695,1.020831
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.90,66.45,0.0003,10,0.001,1.012268,1.010083
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.10,64.59,0.0003,11,0.001,1.008278,1.007707
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.63,62.89,0.0003,12,0.001,1.005327,1.009703
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,75.64,71.80,0.0003,13,0.001,1.001871,1.024687
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.17,65.79,0.0004,14,0.001,0.999162,1.001433
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.84,65.55,0.0003,15,0.001,0.996084,0.998136
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.56,68.51,0.0003,16,0.001,0.993332,0.997264
GNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.54,68.12,0.0003,17,0.001,0.991456,0.992573
GraphTransformer,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.63,98.21,0.0026,1,0.0001,0.109298,0.104486
GraphTransformer,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.60,98.21,0.0025,2,0.0001,0.105007,0.104461
GraphTransformer,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.92,98.28,0.0016,3,0.0001,0.104446,0.104275
GraphTransformer,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.06,98.33,0.0025,4,0.0001,0.104133,0.103728
GraphTransformer,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.29,98.33,0.0025,5,0.0001,0.103927,0.104496
GraphTransformer,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.20,98.30,0.0025,6,0.0001,0.103747,0.104014
GraphTransformer,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.07,97.79,0.0025,1,0.0001,0.140918,0.134192
GraphTransformer,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.81,97.80,0.0025,2,0.0001,0.136208,0.134129
GraphTransformer,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.72,97.83,0.0025,3,0.0001,0.135609,0.133441
GraphTransformer,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.40,97.86,0.0025,4,0.0001,0.135287,0.133496
GraphTransformer,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.19,97.89,0.0016,5,0.0001,0.135116,0.133013
GraphTransformer,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.52,97.90,0.0015,6,0.0001,0.134974,0.133137
GraphTransformer,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.28,95.17,0.0013,1,0.0001,0.316857,0.311223
GraphTransformer,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.20,95.22,0.0013,2,0.0001,0.312291,0.310462
GraphTransformer,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.23,95.22,0.0014,3,0.0001,0.311709,0.310552
GraphTransformer,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.82,95.12,0.0026,4,0.0001,0.311437,0.310424
GraphTransformer,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.23,95.22,0.0013,5,0.0001,0.311263,0.309907
GraphTransformer,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.36,95.21,0.0026,6,0.0001,0.311145,0.310385
GraphTransformer,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.55,95.18,0.0014,7,0.0001,0.311017,0.310094
GraphTransformer,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.27,95.23,0.0017,8,0.0001,0.310950,0.310290
GraphTransformer,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.28,95.23,0.0026,9,0.0001,0.310895,0.309955
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,69.66,98.28,0.0024,1,0.0001,0.114326,0.105919
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.66,98.26,0.0014,2,0.0001,0.105892,0.104548
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,69.89,98.37,0.0015,3,0.0001,0.105038,0.103902
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.03,98.35,0.0027,4,0.0001,0.104580,0.104496
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.32,98.34,0.0022,5,0.0001,0.104322,0.103823
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.12,98.26,0.0014,6,0.0001,0.104050,0.103796
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.72,98.30,0.0022,7,0.0001,0.103902,0.103577
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,69.91,98.36,0.0023,8,0.0001,0.103740,0.103489
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.83,98.30,0.0023,9,0.0001,0.103626,0.103359
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.72,98.25,0.0013,10,0.0001,0.103483,0.103295
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.23,98.29,0.0022,11,0.0001,0.103343,0.103394
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.63,98.33,0.0023,12,0.0001,0.103245,0.103466
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.63,98.32,0.0012,13,0.0001,0.103172,0.103540
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.43,98.27,0.0023,14,0.0001,0.103050,0.103655
GraphMamba,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.55,98.27,0.0014,15,0.0001,0.102938,0.103389
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.13,97.82,0.0016,1,0.0001,0.147194,0.135987
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,70.13,97.91,0.0023,2,0.0001,0.137508,0.134793
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.95,97.79,0.0023,3,0.0001,0.136605,0.134401
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.33,97.86,0.0012,4,0.0001,0.136112,0.133930
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.81,97.82,0.0023,5,0.0001,0.135774,0.133673
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.27,97.79,0.0014,6,0.0001,0.135537,0.133297
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.71,97.86,0.0023,7,0.0001,0.135360,0.133403
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.13,97.83,0.0023,8,0.0001,0.135215,0.133224
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.71,97.84,0.0012,9,0.0001,0.135052,0.133274
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.29,97.88,0.0023,10,0.0001,0.134949,0.133462
GraphMamba,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.01,97.82,0.0013,11,0.0001,0.134823,0.133061
GraphMamba,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.32,95.11,0.0012,1,0.0001,0.323684,0.312474
GraphMamba,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.58,95.14,0.0023,2,0.0001,0.313853,0.311283
GraphMamba,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.45,95.15,0.0013,3,0.0001,0.312895,0.310792
GraphMamba,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.45,95.17,0.0023,4,0.0001,0.312404,0.310386
GraphMamba,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.33,95.19,0.0024,5,0.0001,0.312088,0.310557
GraphMamba,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.44,95.18,0.0013,6,0.0001,0.311856,0.310255
GraphMamba,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.14,95.22,0.0023,7,0.0001,0.311699,0.310315
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,51.97,98.02,0.0019,1,0.0001,0.180425,0.142300
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.34,98.11,0.0015,2,0.0001,0.142184,0.139104
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.61,98.11,0.0015,3,0.0001,0.138310,0.136122
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,52.96,98.20,0.0013,4,0.0001,0.134212,0.133060
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,51.25,98.30,0.0012,5,0.0001,0.130108,0.130919
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.26,98.22,0.0013,6,0.0001,0.126349,0.128755
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.69,98.21,0.0015,7,0.0001,0.122695,0.127626
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,54.43,98.18,0.0015,8,0.0001,0.119086,0.127087
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.39,98.22,0.0015,9,0.0001,0.114996,0.127960
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.42,98.21,0.0015,10,0.0001,0.110621,0.128650
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,52.42,98.20,0.0015,11,0.0001,0.105486,0.130474
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,49.62,98.28,0.0015,12,0.0001,0.099974,0.134573
GraphMamba,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,46.94,98.36,0.0016,13,0.0001,0.094165,0.138466
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,54.44,97.41,0.0015,1,0.0001,0.232096,0.185048
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,56.72,97.41,0.0015,2,0.0001,0.185520,0.179323
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,57.52,97.44,0.0015,3,0.0001,0.178129,0.172504
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,57.68,97.56,0.0016,4,0.0001,0.171073,0.167200
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.48,97.50,0.0013,5,0.0001,0.165649,0.163755
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,60.85,97.44,0.0013,6,0.0001,0.161611,0.161394
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,59.36,97.60,0.0012,7,0.0001,0.158284,0.160617
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,60.29,97.55,0.0013,8,0.0001,0.155232,0.159481
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,60.17,97.55,0.0015,9,0.0001,0.152359,0.159391
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,60.26,97.55,0.0013,10,0.0001,0.149289,0.159194
GraphMamba,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,60.40,97.51,0.0013,11,0.0001,0.146108,0.160072
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,44.40,92.70,0.0015,1,0.0001,0.442210,0.400668
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,47.22,93.15,0.0012,2,0.0001,0.392224,0.377581
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,50.40,93.17,0.0015,3,0.0001,0.373890,0.365323
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,51.76,93.24,0.0012,4,0.0001,0.365045,0.359165
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,52.05,93.36,0.0015,5,0.0001,0.360078,0.355809
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,52.17,93.44,0.0012,6,0.0001,0.356367,0.353540
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,52.71,93.44,0.0012,7,0.0001,0.353204,0.351032
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.16,93.44,0.0015,8,0.0001,0.350453,0.349041
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.41,93.44,0.0013,9,0.0001,0.347964,0.347694
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.23,93.51,0.0012,10,0.0001,0.345952,0.347132
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,52.80,93.61,0.0012,11,0.0001,0.343894,0.346438
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.37,93.52,0.0012,12,0.0001,0.341722,0.345612
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,54.12,93.43,0.0012,13,0.0001,0.339451,0.344692
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,54.02,93.45,0.0012,14,0.0001,0.337198,0.344634
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,54.37,93.38,0.0012,15,0.0001,0.334837,0.344799
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,54.03,93.42,0.0013,16,0.0001,0.332365,0.345262
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.99,93.42,0.0013,17,0.0001,0.330064,0.346331
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.60,93.43,0.0015,18,0.0001,0.327559,0.347907
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,53.58,93.40,0.0012,19,0.0001,0.324986,0.349046
GraphMamba,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,54.09,93.30,0.0012,20,0.0001,0.322615,0.349227
APPNP,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,55.97,42.92,0.0007,1,0.001,nan,24814010.448980
APPNP,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,55.97,42.92,0.0007,2,0.001,nan,24814010.448980
APPNP,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,55.97,42.92,0.0007,3,0.001,nan,24814010.448980
APPNP,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,55.97,42.92,0.0007,4,0.001,nan,24814010.448980
APPNP,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,55.97,42.92,0.0005,5,0.001,nan,24814010.448980
APPNP,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,55.97,42.92,0.0004,6,0.001,nan,24814010.448980
APPNP,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,56.89,43.00,0.0004,1,0.001,nan,26697541.142857
APPNP,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,56.89,43.00,0.0004,2,0.001,nan,26697541.142857
APPNP,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,56.89,43.00,0.0005,3,0.001,nan,26697541.142857
APPNP,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,56.89,43.00,0.0004,4,0.001,nan,26697541.142857
APPNP,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,56.89,43.00,0.0005,5,0.001,nan,26697541.142857
APPNP,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,56.89,43.00,0.0004,6,0.001,nan,26697541.142857
APPNP,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,85.87,17.87,0.0006,1,0.001,nan,21682050.489796
APPNP,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,85.87,17.87,0.0007,2,0.001,nan,21682050.489796
APPNP,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,85.87,17.87,0.0007,3,0.001,nan,21682050.489796
APPNP,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,85.87,17.87,0.0007,4,0.001,nan,21682050.489796
APPNP,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,85.87,17.87,0.0007,5,0.001,nan,21682050.489796
APPNP,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,85.87,17.87,0.0007,6,0.001,nan,21682050.489796
APPNP,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,51.26,48.66,0.0003,1,0.001,nan,5157601739.755102
APPNP,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,51.26,48.66,0.0003,2,0.001,nan,5157601739.755102
APPNP,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,51.26,48.66,0.0003,3,0.001,nan,5157601739.755102
APPNP,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,51.26,48.66,0.0003,4,0.001,nan,5157601739.755102
APPNP,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,51.26,48.66,0.0003,5,0.001,nan,5157601739.755102
APPNP,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,51.26,48.66,0.0003,6,0.001,nan,5157601739.755102
APPNP,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.00,56.31,0.0003,1,0.001,nan,5458079858.938775
APPNP,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.00,56.31,0.0003,2,0.001,nan,5458079858.938775
APPNP,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.00,56.31,0.0003,3,0.001,nan,5458079858.938775
APPNP,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.00,56.31,0.0003,4,0.001,nan,5458079858.938775
APPNP,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.00,56.31,0.0003,5,0.001,nan,5458079858.938775
APPNP,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.00,56.31,0.0003,6,0.001,nan,5458079858.938775
APPNP,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,47.70,51.98,0.0003,1,0.001,nan,3795872104.489796
APPNP,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,47.70,51.98,0.0003,2,0.001,nan,3795872104.489796
APPNP,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,47.70,51.98,0.0003,3,0.001,nan,3795872104.489796
APPNP,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,47.70,51.98,0.0003,4,0.001,nan,3795872104.489796
APPNP,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,47.70,51.98,0.0003,5,0.001,nan,3795872104.489796
APPNP,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,47.70,51.98,0.0003,6,0.001,nan,3795872104.489796
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.93,82.92,0.0001,1,0.001,0.796499,0.755369
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.02,81.56,0.0001,2,0.001,0.772508,0.749126
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.22,82.97,0.0002,3,0.001,0.768530,0.748862
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.73,83.22,0.0001,4,0.001,0.766392,0.750275
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.43,80.14,0.0001,5,0.001,0.765046,0.745540
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.09,82.50,0.0001,6,0.001,0.764037,0.746315
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.54,82.69,0.0001,7,0.001,0.763125,0.747842
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.71,84.28,0.0001,8,0.001,0.762259,0.747713
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.06,82.13,0.0001,9,0.001,0.761552,0.746994
CNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.68,82.82,0.0001,10,0.001,0.760828,0.746259
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.82,81.58,0.0001,1,0.001,0.810089,0.821611
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.97,80.26,0.0001,2,0.001,0.788806,0.813601
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.99,81.91,0.0001,3,0.001,0.785814,0.813572
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.33,80.72,0.0001,4,0.001,0.784329,0.812536
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.79,81.05,0.0001,5,0.001,0.783243,0.812355
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.62,81.50,0.0001,6,0.001,0.782547,0.811233
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.12,80.21,0.0001,7,0.001,0.782024,0.810596
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.93,78.79,0.0001,8,0.001,0.781472,0.808364
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.05,80.66,0.0001,9,0.001,0.781106,0.809904
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.66,82.53,0.0001,10,0.001,0.780722,0.811644
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.95,78.64,0.0001,11,0.001,0.780413,0.810516
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.94,80.81,0.0001,12,0.001,0.780100,0.809006
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.97,80.32,0.0001,13,0.001,0.779820,0.811692
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.07,80.89,0.0001,14,0.001,0.779499,0.811999
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.22,80.71,0.0001,15,0.001,0.779256,0.813426
CNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.22,80.76,0.0001,16,0.001,0.779098,0.812389
CNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.06,70.15,0.0001,1,0.001,0.935090,0.930059
CNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.23,74.14,0.0001,2,0.001,0.922515,0.926686
CNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,74.34,73.03,0.0001,3,0.001,0.920892,0.926390
CNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,74.90,72.60,0.0001,4,0.001,0.920084,0.925748
CNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,75.54,71.74,0.0001,5,0.001,0.919567,0.925669
CNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.97,73.21,0.0001,6,0.001,0.919258,0.925302
CNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.45,78.22,0.0001,1,0.001,1.031130,0.955925
CNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.24,77.62,0.0001,2,0.001,0.937527,0.929535
CNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.77,76.97,0.0001,3,0.001,0.913844,0.913487
CNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.04,78.44,0.0001,4,0.001,0.896992,0.906165
CNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.93,78.88,0.0001,5,0.001,0.884767,0.901054
CNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.75,78.32,0.0001,6,0.001,0.874555,0.898036
CNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.07,79.04,0.0001,7,0.001,0.865969,0.898978
CNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.64,80.65,0.0001,8,0.001,0.857569,0.902231
CNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.46,76.23,0.0001,1,0.001,1.035324,0.960752
CNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.27,76.07,0.0001,2,0.001,0.947140,0.928900
CNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.66,75.58,0.0001,3,0.001,0.923924,0.913526
CNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.36,77.57,0.0001,4,0.001,0.909797,0.904628
CNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.06,78.11,0.0001,5,0.001,0.900318,0.899567
CNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.23,78.11,0.0001,6,0.001,0.893258,0.898448
CNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.21,78.22,0.0001,7,0.001,0.887266,0.897725
CNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.43,78.01,0.0001,8,0.001,0.882000,0.896648
