Model,Distance,Error_Rate(p),Error_Type,Noise,Best_ECR(%),Accuracy(%),Inference_Time(ms),Epochs,Learning_Rate,Train_Loss,Val_Loss
GraphTransformer,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.00,99.51,0.0013,3,0.0001,0.205828,0.199934
GraphTransformer,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.32,99.48,0.0015,4,0.0001,0.205655,0.200053
GraphTransformer,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.00,99.51,0.0025,5,0.0001,0.205559,0.199784
GraphTransformer,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.00,99.51,0.0018,6,0.0001,0.205444,0.199953
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.74,98.07,0.0025,1,0.0001,0.266927,0.261039
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,15.49,97.77,0.0026,2,0.0001,0.263682,0.260457
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,9.93,98.22,0.0026,3,0.0001,0.263242,0.261109
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,16.25,97.65,0.0015,4,0.0001,0.263019,0.260448
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,15.58,97.74,0.0026,5,0.0001,0.262895,0.260285
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,16.44,97.67,0.0026,6,0.0001,0.262824,0.259977
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,15.27,97.74,0.0016,7,0.0001,0.262719,0.260375
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,9.59,98.30,0.0026,8,0.0001,0.262654,0.260513
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,12.04,98.09,0.0026,9,0.0001,0.262606,0.260211
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,12.93,97.99,0.0026,10,0.0001,0.262568,0.260086
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,16.86,97.67,0.0026,11,0.0001,0.262533,0.260057
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,15.37,97.78,0.0026,12,0.0001,0.262469,0.260141
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,13.43,97.95,0.0026,13,0.0001,0.262466,0.260008
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,13.08,97.96,0.0025,14,0.0001,0.262434,0.259854
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,14.94,97.80,0.0026,15,0.0001,0.262419,0.260109
GraphTransformer,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,12.01,98.07,0.0026,16,0.0001,0.262378,0.260252
GraphTransformer,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,28.91,92.06,0.0026,1,0.0001,0.475183,0.473080
GraphTransformer,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,27.37,92.35,0.0026,2,0.0001,0.472221,0.472643
GraphTransformer,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,28.31,92.19,0.0026,3,0.0001,0.471901,0.472290
GraphTransformer,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,28.26,92.20,0.0020,4,0.0001,0.471713,0.472173
GraphTransformer,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,27.65,92.32,0.0013,5,0.0001,0.471616,0.472269
GraphTransformer,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,27.80,92.29,0.0013,6,0.0001,0.471539,0.472852
GraphMamba,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.41,99.47,0.0013,1,0.0001,0.212464,0.201562
GraphMamba,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,3.15,99.31,0.0013,2,0.0001,0.207122,0.200810
GraphMamba,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.38,99.49,0.0013,3,0.0001,0.206492,0.200039
GraphMamba,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.00,99.51,0.0013,4,0.0001,0.206147,0.200253
GraphMamba,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,1.79,99.40,0.0013,5,0.0001,0.205913,0.200271
GraphMamba,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.06,99.51,0.0013,6,0.0001,0.205755,0.199860
GraphMamba,3,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,1.71,99.39,0.0013,7,0.0001,0.205605,0.199824
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,6.76,98.46,0.0013,1,0.0001,0.270696,0.262021
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.49,98.04,0.0013,2,0.0001,0.264588,0.261101
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.98,98.08,0.0013,3,0.0001,0.263956,0.260564
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.43,98.09,0.0013,4,0.0001,0.263648,0.260574
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,15.58,97.72,0.0013,5,0.0001,0.263349,0.260268
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,12.90,97.97,0.0013,6,0.0001,0.263234,0.260625
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,12.88,97.96,0.0013,7,0.0001,0.263082,0.260251
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,14.78,97.82,0.0013,8,0.0001,0.262970,0.260167
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,13.48,97.96,0.0013,9,0.0001,0.262861,0.260172
GraphMamba,3,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,14.42,97.84,0.0023,10,0.0001,0.262814,0.260255
GraphMamba,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,25.31,92.61,0.0023,1,0.0001,0.478877,0.473101
GraphMamba,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,26.69,92.39,0.0023,2,0.0001,0.473398,0.472515
GraphMamba,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,27.78,92.22,0.0023,3,0.0001,0.472811,0.472588
GraphMamba,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,25.68,92.58,0.0023,4,0.0001,0.472461,0.472535
GraphMamba,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,26.54,92.46,0.0019,5,0.0001,0.472252,0.472180
GraphMamba,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,27.27,92.36,0.0023,6,0.0001,0.472094,0.472181
GraphMamba,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,26.63,92.46,0.0023,7,0.0001,0.471984,0.472146
GraphMamba,3,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,27.12,92.35,0.0023,8,0.0001,0.471897,0.472074
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.00,99.50,0.0013,1,0.0001,0.251825,0.231219
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.01,99.50,0.0013,2,0.0001,0.233284,0.230020
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.02,99.50,0.0013,3,0.0001,0.231006,0.229132
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.02,99.50,0.0013,4,0.0001,0.229308,0.228460
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.02,99.50,0.0013,5,0.0001,0.227384,0.228402
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.08,99.49,0.0013,6,0.0001,0.225200,0.228402
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.24,99.48,0.0013,7,0.0001,0.222329,0.228556
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.28,99.47,0.0013,8,0.0001,0.218536,0.230050
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.46,99.44,0.0015,9,0.0001,0.213269,0.231906
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.75,99.39,0.0013,10,0.0001,0.205402,0.236622
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,1.05,99.31,0.0013,11,0.0001,0.195403,0.240495
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,1.44,99.22,0.0013,12,0.0001,0.183329,0.246851
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,1.79,99.14,0.0015,13,0.0001,0.170573,0.257692
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.13,99.04,0.0015,14,0.0001,0.158098,0.266632
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.43,98.96,0.0015,15,0.0001,0.145509,0.277980
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.87,98.84,0.0015,16,0.0001,0.133693,0.289218
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.73,98.84,0.0015,17,0.0001,0.122459,0.306238
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.76,98.82,0.0015,18,0.0001,0.111758,0.320753
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.87,98.75,0.0015,19,0.0001,0.102028,0.335123
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.91,98.73,0.0015,20,0.0001,0.092862,0.350338
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.91,98.73,0.0015,21,0.0001,0.084525,0.369671
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.82,98.76,0.0015,22,0.0001,0.076830,0.388834
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.53,98.78,0.0013,23,0.0001,0.069685,0.411392
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.74,98.70,0.0013,24,0.0001,0.063421,0.420469
GraphMamba,7,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.40,98.81,0.0013,25,0.0001,0.057815,0.453159
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.01,99.01,0.0012,1,0.0001,0.312794,0.292634
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.04,99.01,0.0012,2,0.0001,0.296108,0.291601
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.19,99.00,0.0012,3,0.0001,0.293252,0.289951
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.32,98.98,0.0012,4,0.0001,0.290410,0.288684
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.31,98.98,0.0012,5,0.0001,0.287414,0.287788
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.58,98.95,0.0012,6,0.0001,0.284484,0.287423
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.97,98.91,0.0012,7,0.0001,0.280998,0.287516
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,1.27,98.86,0.0012,8,0.0001,0.276617,0.289071
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,1.77,98.78,0.0012,9,0.0001,0.270615,0.291073
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.47,98.67,0.0012,10,0.0001,0.263009,0.295171
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.72,98.63,0.0013,11,0.0001,0.254228,0.301352
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,3.74,98.43,0.0012,12,0.0001,0.245038,0.305107
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,3.93,98.35,0.0012,13,0.0001,0.235658,0.314228
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,4.32,98.23,0.0012,14,0.0001,0.226235,0.322136
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,4.94,98.06,0.0012,15,0.0001,0.217219,0.326515
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,4.92,98.02,0.0012,16,0.0001,0.207971,0.338297
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,4.91,97.97,0.0012,17,0.0001,0.199019,0.348348
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.54,97.78,0.0015,18,0.0001,0.189954,0.354426
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.33,97.81,0.0015,19,0.0001,0.181156,0.369978
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.72,97.68,0.0015,20,0.0001,0.172383,0.377863
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.34,97.71,0.0015,21,0.0001,0.163719,0.397252
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.50,97.67,0.0015,22,0.0001,0.155575,0.410093
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.55,97.62,0.0015,23,0.0001,0.147415,0.417742
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.65,97.57,0.0015,24,0.0001,0.139635,0.435415
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.81,97.51,0.0015,25,0.0001,0.132134,0.449004
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.58,97.55,0.0015,26,0.0001,0.124846,0.468156
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.66,97.51,0.0015,27,0.0001,0.118278,0.486199
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.59,97.52,0.0015,28,0.0001,0.111762,0.502327
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.38,97.56,0.0013,29,0.0001,0.105780,0.523226
GraphMamba,7,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.35,97.57,0.0013,30,0.0001,0.100089,0.544431
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.56,94.92,0.0013,1,0.0001,0.535733,0.519636
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.99,94.88,0.0015,2,0.0001,0.519691,0.515855
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,1.16,94.87,0.0012,3,0.0001,0.514891,0.511851
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,2.43,94.74,0.0015,4,0.0001,0.511282,0.509410
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,3.50,94.63,0.0015,5,0.0001,0.508463,0.508084
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,4.11,94.55,0.0012,6,0.0001,0.506495,0.507491
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.12,94.43,0.0012,7,0.0001,0.504839,0.506968
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,5.39,94.38,0.0012,8,0.0001,0.503061,0.507619
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,6.03,94.26,0.0015,9,0.0001,0.500888,0.507863
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,6.14,94.22,0.0015,10,0.0001,0.498294,0.509119
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,7.05,94.03,0.0015,11,0.0001,0.495091,0.510597
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,7.29,93.93,0.0015,12,0.0001,0.491339,0.513493
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,7.51,93.83,0.0015,13,0.0001,0.487180,0.515843
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,7.70,93.72,0.0015,14,0.0001,0.482722,0.518734
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,8.31,93.54,0.0012,15,0.0001,0.478187,0.523125
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,8.78,93.36,0.0013,16,0.0001,0.473513,0.525523
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,8.61,93.35,0.0013,17,0.0001,0.468738,0.531108
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,9.06,93.19,0.0013,18,0.0001,0.463994,0.534038
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,9.82,92.91,0.0013,19,0.0001,0.459271,0.537945
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,9.96,92.81,0.0013,20,0.0001,0.454661,0.542937
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,10.10,92.70,0.0013,21,0.0001,0.450089,0.548864
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,10.24,92.58,0.0013,22,0.0001,0.445330,0.554039
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,10.29,92.55,0.0013,23,0.0001,0.440821,0.557787
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,10.91,92.24,0.0013,24,0.0001,0.436168,0.562615
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.01,92.17,0.0013,25,0.0001,0.431585,0.568272
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.32,92.04,0.0013,26,0.0001,0.427110,0.572377
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.32,91.96,0.0015,27,0.0001,0.422422,0.576280
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.75,91.73,0.0015,28,0.0001,0.418043,0.585876
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.77,91.69,0.0015,29,0.0001,0.413507,0.589586
GraphMamba,7,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,11.63,91.66,0.0012,30,0.0001,0.408892,0.596826
